,image_name,rating,score,city
0,1000110000.0_trash.jpg,0,20.648723614641472,boston
1,1000115000.0_trash.jpg,0,21.38791649365539,boston
2,1000127000.0_trash.jpg,0,22.64777364951699,boston
3,1000514001.0_trash.jpg,0,20.605557661505284,boston
4,1000524000.0_trash.jpg,0,21.017683953360397,boston
5,1000528000.0_trash.jpg,0,21.540111928093467,boston
6,1000535000.0_trash.jpg,0,23.15354484895273,boston
7,1000536000.0_trash.jpg,0,21.243562698207807,boston
8,1000545000.0_trash.jpg,0,21.50328189904745,boston
9,1000550000.0_trash.jpg,0,22.218919906001872,boston
10,1000551000.0_trash.jpg,0,21.889735759057288,boston
11,1000558000.0_trash.jpg,0,21.05816360784245,boston
12,1000571000.0_trash.jpg,0,20.667680316692394,boston
13,1000575000.0_trash.jpg,0,20.650430709175808,boston
14,1000591000.0_trash.jpg,0,21.704548519070052,boston
15,1000593000.0_trash.jpg,0,22.020574426752557,boston
16,1000614000.0_trash.jpg,0,21.798199038347978,boston
17,1000631000.0_trash.jpg,0,19.747269368540888,boston
18,1000644000.0_trash.jpg,0,22.046361545193747,boston
19,1000655000.0_trash.jpg,0,20.253649517888007,boston
20,1000661000.0_trash.jpg,0,20.395409381708397,boston
21,1000663000.0_trash.jpg,0,19.867390381190773,boston
22,1000670000.0_trash.jpg,0,20.084140588915623,boston
23,1000671000.0_trash.jpg,0,23.23594290608323,boston
24,1000689000.0_trash.jpg,0,23.144282093048506,boston
25,1000740000.0_trash.jpg,0,20.083510755535762,boston
26,1000762000.0_trash.jpg,0,23.161422393756705,boston
27,1000769000.0_trash.jpg,0,22.08987622761251,boston
28,1000775000.0_trash.jpg,0,22.132714854508013,boston
29,1000776000.0_trash.jpg,0,22.84388986260355,boston
30,1000786000.0_trash.jpg,0,22.255818108206164,boston
31,1000797000.0_trash.jpg,0,20.15884760485245,boston
32,1000814000.0_trash.jpg,0,21.284786487857566,boston
33,1000899000.0_trash.jpg,0,20.18092132499461,boston
34,1000927000.0_trash.jpg,0,21.066419555012168,boston
35,1000943000.0_trash.jpg,0,22.23950513975717,boston
36,1000971000.0_trash.jpg,0,19.803669388778843,boston
37,1001237000.0_trash.jpg,0,19.837103254604965,boston
38,1001239000.0_trash.jpg,0,19.70498015758695,boston
39,1001297000.0_trash.jpg,0,21.291757786238307,boston
40,1001391000.0_trash.jpg,0,22.05970917195921,boston
41,1001392000.0_trash.jpg,0,22.89476013375257,boston
42,1001409000.0_trash.jpg,0,20.8553354300119,boston
43,1001410000.0_trash.jpg,0,21.38115039714423,boston
44,1001411000.0_trash.jpg,0,19.05271256720342,boston
45,1001433000.0_trash.jpg,0,19.00694409083405,boston
46,1001435000.0_trash.jpg,0,20.691266175778075,boston
47,1002101000.0_trash.jpg,0,21.344949466992254,boston
48,101259000.0_trash.jpg,0,21.22076889329265,boston
49,101370000.0_trash.jpg,0,21.527966508351245,boston
50,101386000.0_trash.jpg,0,21.953841945463672,boston
51,101434000.0_trash.jpg,0,20.8560460537635,boston
52,101695000.0_trash.jpg,0,22.84337342392721,boston
53,101762000.0_trash.jpg,0,19.747584076130398,boston
54,101767001.0_trash.jpg,0,22.18794841628488,boston
55,101782000.0_trash.jpg,0,20.43498234292822,boston
56,101806000.0_trash.jpg,0,22.365507203578183,boston
57,101807000.0_trash.jpg,0,20.61111314228915,boston
58,101965000.0_trash.jpg,0,23.235300888872885,boston
59,101967000.0_trash.jpg,0,19.99155283632007,boston
60,102014000.0_trash.jpg,0,19.284976141853864,boston
61,102015000.0_trash.jpg,0,22.702543794038554,boston
62,102037000.0_trash.jpg,0,21.69441681551248,boston
63,102351000.0_trash.jpg,0,22.31951014949461,boston
64,102905000.0_trash.jpg,0,22.907785026971922,boston
65,103313000.0_trash.jpg,0,22.23850713098197,boston
66,103554000.0_trash.jpg,0,20.459522462907,boston
